full_text,stemming,label_num,pseudo_label
Ini gegara kita Civil Law di tengah belantara Common Law anak hukum jadi susah buat #kaburajadulu. Sebagian besar lowongan potensial di ASEAN minta Common Law graduates Common Law practitioner. Hadeh.,gegara civil law belantara common law anak hukum susah kaburajadulu lowong potensial asean common law graduates common law practitioner hadeh,2,negative
Gw gak akan bantuin kasih informasi ke siapapun yang mau #KaburAjaDulu tanpa ada komunikasi sama keluarganya. Dikira apply2 kerjaan ke luar neger + relokasi tuh sama kyk apply2 di dalem negeri? Kebiasaan amat ada aja orang yg berpikirnya gak menyeluruh dan emosi sesaat aja.,gue bantuin kasih informasi kaburajadulu komunikasi keluarga apply kerja neger relokasi tuh kayak apply dalem negeri biasa orang pikir emosi,2,negative
Masa iya kita #KaburAjaDulu akan ke vietnam? Berati kan kita secara development negara kita kebalap banget dong udah kebalap malaysia singapore sekarang vietnam. Ini secara political will sebenernya kita mau jadi apa? Kaya gak keliatan gitu roadmapnya 2045 emas,iya kaburajadulu vietnam development negara balap banget balap malaysia singapore vietnam political will kayak roadmapnya emas,0,positive
Info loker Malaysia #KaburAjaDulu,info loker malaysia kaburajadulu,1,neutral
yukk mik suamik #kaburajadulu @hyeders,yuk mik suamik kaburajadulu,1,neutral
@hrdbacot Tenang aja min pemimpin kita sibuk sama jabatan dan kekayaaan alih2 ngurusin rakyatanya. 2045 emas itu cuma guilt-trip ke orang2 yang naruh harapan besar Indonesia. gue sih udah cukup Indonesia selalu mengecewakan utk pesimistis dan optimistis gue dukung #kaburajadulu,tenang min pimpin sibuk jabat kayan alih urus rakyatanya emas guilttrip orang naruh harap indonesia gue sih indonesia kecewa pesimistis optimistis gue dukung kaburajadulu,2,negative
@hrdbacot Hampir #kaburajadulu ke vietnam nih mincot udah test dan interview 3x lalu gagal di last round pas sama manager. Agak nyesek juga kalo hampir tuh wkwkw. https://t.co/bRGgSm4Dls,kaburajadulu vietnam nih mincot test interview kali gagal last round pas manager sesak tuh wkwkw,2,negative
silakan yg mau #KaburAjaDulu jalur riset.,sila kaburajadulu jalur riset,1,neutral
#KaburAjaDulu ke UK,kaburajadulu uk,2,negative
@hrdbacot Bentar lagi #kaburajadulu bakal ke kamboja 2045 emas buat pejabat2nya doang sama oligarki,bentar kaburajadulu kamboja emas jabat doang oligarki,2,negative
Rata-rata yg bikin tagar #KaburAjaDulu itu cuma sekumpulan orang halu yg stress sama keadaan disekitarnya tapi nggak ada duit untuk merasakan bagaimana situasi di tempat lain.,ratarata bikin tagar kaburajadulu kumpul orang halu stres sekitar duit rasa situasi,2,negative
sebagai warga yg pernah tinggal di Indonesia. saya merekomendasi #KaburAjaDulu kenapa? ya karna itu pilihan terbaik untuk saat ini wkwk,warga tinggal indonesia rekomendasi kaburajadulu ya pilih baik wkwk,1,neutral
@standuseraniki Tapi di satu sisi memang banyak yang butuh pecutan buat #KaburAjaDulu kak.,sisi butuh pecut kaburajadulu kak,2,negative
@hrdbacot Pernah di sana krn kerjaan sampai memutuskan; negara yg akan saya tinggali jikalau harus #KaburAjaDulu adalah Vietnam. Semua ada di sana. Fasilitas kemudahan harga dan tempat tinggal yg murah. Dibanding Singapura atau Malaysia Vietnam adalah negara yg lebih baik utk hidup https://t.co/3FJo2OZwn1,kerja putus negara tinggal kaburajadulu vietnam fasilitas mudah harga tinggal murah banding singapura malaysia vietnam negara hidup,0,positive
@arjunaskykok Ayo mas #KaburAjaDulu @Audrey_Geralrdn,ayo mas kaburajadulu,2,negative
Hashtag #KaburAjaDulu ini sungguh sangat menggoda ,hashtag kaburajadulu sungguh goda,2,negative
Sadnya gak semua orang punya akses &amp; kemampuan utk #KaburAjaDulu Hanya yg punya kompetensi layak yg akan dapat tempat di negara lain. Alternatifnya harus punya finansial cukup. Proporsi 58% terancam membesar. Sisanya terperangkap hidup bersama para beban.,sad orang akses amp mampu kaburajadulu kompetensi layak negara alternatif finansial proporsi ancam besar sisa perangkap hidup beban,2,negative
@adith_wp kalo ada rencana #KaburAjaDulu pacar dan keluarga terutama ibu malah sangat support gimana mas? malah nyuruh keluar aja drpd dalam negeri tp yg ga yakin saya sendiri krn gampang homsik ,rencana kaburajadulu pacar keluarga support mas nyuruh negeri gampang homsik,1,neutral
buat org malay yg baca ini for konteks aja biar sedikit lebih mindful #KaburAjaDulu itu lg banyak dipake sm warga indo yg sedang sharing2 kesempatan karir worldwide (ofc legal yaa) ,orang malay baca for konteks biar mindful kaburajadulu pakai warga indonesia sharing sempat karir worldwide ofc legal ya,1,neutral
ingfokan pindah negara #KaburAjaDulu,ingfokan pindah negara kaburajadulu,2,negative
Orang2 udah mencium sinking ship apa gimana? Baru tau ada biro jasa #KaburAjaDulu yang menawarkan mencarikan kewarganegaraan Kanada buat anak dgn cara melahirkan di sana. Jus soli.,orang cium sinking ship tau biro jasa kaburajadulu tawar cari kewarganegaraan kanada anak lahir jus sol,1,neutral
Roadmapnya ya #KaburAjaDulu Diasporanya kureng mau ekspor barang harus pinjam bendera ke singapore/malaysia/vietnam,roadmapnya ya kaburajadulu diaspora reng ekspor barang pinjam bendera singaporemalaysiavietnam,1,neutral
#KaburAjaDulu ke Vietnam lebih seru mudah dan nyaman,kaburajadulu vietnam seru mudah nyaman,0,positive
Kalau masih kerja sama orang opsi #KaburAjaDulu adalah hal yg sangat wajar. Kecuali lo punya bisnis di Indonesia atau PNS atau memang berjiwa nasionalisme mendingan di sini aja.,kerja orang opsi kaburajadulu wajar kecuali lo bisnis indonesia pns jiwa nasionalisme mending,2,negative
Pengen ikut #KaburAjaDulu tapi mostly lokernya techbro alias gw orang manufaktur gimana anjgg mass hidup dibawah bayang bayang fufufafa dan mul apa ga meledak kepala ini ,pengin kaburajadulu mostly lokernya techbro alias gue orang manufaktur anjgg mass hidup bawah bayang bayang fufufafa mul ledak kepala,2,negative
@RadenTheoOFC @DistyaTM #KaburAjaDulu aja sih ya,kaburajadulu sih ya,2,negative
See #KaburAjaDulu itu emang win win for all Gk usah ragu2 gassss kabur kemana aja yg pengen lo mau https://t.co/Rx602AQw4b,sih kaburajadulu win win for all ragu gas kabur mana pengin lo,2,negative
bukan ketinggalan lagi sih udah nyungsep ini mah #KaburAjaDulu,tinggal sih nyungsep mah kaburajadulu,2,negative
@hrdbacot #KaburAjaDulu tapi malah ke kamboja,kaburajadulu kamboja,2,negative
on my really serious note I don't see any hope nor the future if the current regime-like still and could reigning for decades ahead. Me personally have been really serious and start working on for #KaburAjaDulu,on my really serious note i dont sih any hope nor the future if the current regimelike still and could reigning for decades ahead me personally have been really serious and start working on for kaburajadulu,1,neutral
Terus kalo bikin simulasi #kaburajadulu anjir PPh sini gede bener yak.. Sri Mulyono sih menteri tertolol sedunia kalo begini ceritanya.,bikin simulasi kaburajadulu anjir pph gede ya sri mulyono sih menteri tolol dunia cerita,1,neutral
Padahal cara #KaburAjaDulu paling gampang loe tinggal cari suami/istri warga LN saja ... Hahahahahahahahah,kaburajadulu gampang lo tinggal cari suamiistri warga ln hahahahahahahahah,2,negative
Melihat maraknya #kaburajadulu sepertinya pernyataan 4 tahun lalu benar nyatanya (clue 2030). Anyway bos bokap gue sprtinya udh persiapan #kaburajadulu di US karena tiba2 jual aset dan beli rumah di US... https://t.co/lP59WkMuvY,marak kaburajadulu nyata clue anyway bos bokap gue sprtinya siap kaburajadulu us jual aset beli rumah us,1,neutral
@hrdbacot Kalo ngomongin #KaburAjaDulu wilayah sea yg dibahas kebanyakan spore malay thai &amp; viet. Gak ada brunai kah? Pingin tau kek mana kondisi di sana,omong kaburajadulu wilayah sea bahas banyak spore malay thai amp viet brunai kah pengin tau kayak kondisi,2,negative
Se heartless nya gw dan se idgaf nya gw atas intimate relationship sama manusia. Gw cmn bisa menimbang kekhawatiran ortu gw kalau gw knapa2. Gw msih menimbang cara utk spy bisa ke bdg dngan mudah Padahal udh dititik bisa #kaburajadulu kapan aja karena modal cenderung udah kuat.,heartless ya gue idgaf ya gue intimate relationship manusia gue cuman timbang khawatir ortu gue gue knapa gue timbang bdg mudah titik kaburajadulu modal cenderung kuat,2,negative
No word2 ever. Tiap diskusi sama tmen ni mau dibawa ke arah kiri apa kanan aja bingung Tamparan paling nyata di 2025 sampe #KaburAjaDulu,no word ever diskusi teman nih bawa arah kiri kanan bingung tampar nyata kaburajadulu,2,negative
@tibudiyanto I dunno. But thousands of people have processed their immigration document and their #kaburajadulu process through my code ,i dunno but thousands of people have processed their immigration document and their kaburajadulu process through my code,1,neutral
@adith_wp Setuju selama tidak impulsif. Kan #KaburAjaDulu juga bukan solusi untuk semua orang. Tweet ku lebih men-colek orang-orang yang mungkin kebawa massa tanpa melihat kondisi mereka dulu.,tuju impulsif kaburajadulu solusi orang tweet ku colek orangorang bawa massa kondisi,2,negative
kl dipikir2 ini #KaburAjaDulu nya org2 ruski yh awkaowk,pikir kaburajadulu ya orang ruski ya awkaowk,2,negative
Wkwk ada hashtags #KaburAjaDulu,wkwk hashtags kaburajadulu,1,neutral
@namazu_sensei Semangat #KaburAjaDulu gitu yah mz xixixixi,semangat kaburajadulu ya mas xixixixi,2,negative
@KemenperinRI Bjir apa ke Timor aja ya #KaburAjaDulu Ada yg tau pros cons nya ga?,bjir timor ya kaburajadulu tau pros cons ya,2,negative
plis mau juga #KaburAjaDulu ,plis kaburajadulu,2,negative
#KaburAjaDulu relocation to Tokyo 🇯🇵 No Japanese required the team communicates in English. Rakuten AI is hiring: - UI/UX DESIGNER - FRONT-END ENGINEER help us make the most reliable AI agents in Japan. check details ↓ https://t.co/UfHeSgrYVW,kaburajadulu relocation tokyo no japanese required the team communicates english rakuten ai is hiring uiux designer frontend engineer help us pakai the most reliable ai agents japan check details,1,neutral
I put my hope in #KaburAjaDulu ,i put my hope kaburajadulu,1,neutral
Real POV tiap lihat postingan tenaga pengajar di negeri ini rasanya pengin tak ajak #KaburAjaDulu sumpah kayak lu pada tuh deserve better. Di luar sana masih banyak yang lebih menghargai kinerja pengajar sepadan atau bahkan lebih dari yang lu beri ke para generasi muda.,real pov lihat postingan tenaga ajar negeri pengin ajak kaburajadulu sumpah kayak tuh deserve better harga kerja ajar padan generasi muda,1,neutral
lockin buat #KaburAjaDulu,lockin kaburajadulu,2,negative
Kapan ya #KaburAjaDulu,ya kaburajadulu,2,negative
mari kita mewujudkan #KaburAjaDulu tahun ini,mari wujud kaburajadulu,2,negative
meramaikan #KaburAjaDulu siap2 aja ges bulan depan pendaftarannya buka,ramai kaburajadulu ges daftar buka,2,negative
Kalau memang bisa #KaburAjaDulu baik dari pribadi keadaan keluarga dan kemampuan (termasuk kesehatan fisik &amp; mental). Just go! Kerja di luar negeri itu banyak membuka cakrawala. Not for everyone but worth trying.,kaburajadulu pribadi keluarga mampu sehat fisik amp mental just go kerja negeri buka cakrawala not for everyone but worth trying,0,positive
@Aemer_ Judging by the trend #KaburAjaDulu yes kita patut risau. Dorang dah dlm mode desperate nak escape pikir diri sendiri bukan lagi nak bantu negara sendiri.,judging by the trend kaburajadulu yes patut risau dorang mode desperate nak escape pikir nak bantu negara,2,negative
Sedang mengupayakan #KaburAjaDulu Semoga ada jawaban secepatnya,upaya kaburajadulu moga cepat,2,negative
hashtag #KaburAjaDulu menarik banget gue liat liat,hashtag kaburajadulu tarik banget gue lihat lihat,2,negative
Simpel #KaburAjaDulu ke qatar aja gpp bgt ya allah,simpel kaburajadulu qatar gpp banget ya allah,0,positive
Lagi-lagi Saatnya #KaburAjaDulu,lagilagi kaburajadulu,2,negative
Insallah maret gass #KaburAjaDulu,insallah maret gass kaburajadulu,2,negative
Pejabat Indo terlihat seperti tidak terselamatkan gais keknya hastag ini ada benarnya #KaburAjaDulu lama-lama di Mesir kyknya tidak terlalu buruk.,jabat indonesia selamat gais kayak hastag benar kaburajadulu lamalama mesir kayak buruk,2,negative
@39adibi Mending kita #KaburAjaDulu gasi,mending kaburajadulu gas,2,negative
#KaburAjaDulu mohon dikonkretkan dengan meningkatkan kemampuan bahasa asing contoh #JLPTAjaDulu atau #HSKAjaDulu. Klo mau ke luar negeri tapi basa enggris pun masi sekadar we wok de tok plis infes in mai kantri masih lah menjadi suatu ketidakniscayaan. https://t.co/4RLCId0LpM,kaburajadulu mohon konkret tingkat mampu bahasa asing contoh jlptajadulu hskajadulu negeri basa enggris we wok deh tok plis infes kantri ketidakniscayaan,2,negative
Changing my twitter energy from pemerintah ajg to #kaburajadulu Bismillah ,changing my twitter energy from perintah ajg kaburajadulu bismillah,1,neutral
@handokotjung Segampang itu nyari makanan indo di luar negeri #KaburAjaDulu https://t.co/IPB7LGg3FH,gampang cari makan indonesia negeri kaburajadulu,1,neutral
@briandito Masih menunggu #kaburajadulu buat junior digital marketing ,tunggu kaburajadulu junior digital marketing,1,neutral
@handokotjung sebagai yg udah jarang banget makan nasi udah gasuka dunia per mie2an kecuali udon gabegitu suka yg goreng2an macam pecel aku sih yes yaa #KaburAjaDulu ,jarang banget makan nasi gasuka dunia miean kecuali udon gabegitu suka goreng pecel sih yes ya kaburajadulu,2,negative
Infokan roadmap #KaburAjaDulu .,info roadmap kaburajadulu,1,neutral
@kaerodha #kaburajadulu itu udah ramai dari dlu dikalangan koruptor dan mafia kelas kakap indo.,kaburajadulu ramai kalang koruptor mafia kelas kakap indonesia,2,negative
Needing this kind of #KaburAjaDulu job vacancy but for Graphic Design : ),needing this kind of kaburajadulu job vacancy but for graphic design,1,neutral
gosh pengen #kaburajadulu,gosh pengin kaburajadulu,2,negative
@handokotjung Berarti kalo maj #kaburajadulu harus bisa basic masak kak. Minimal bisa masak sendiri sambil ngintip youtube ,maj kaburajadulu basic masak kak minimal masak intip youtube,1,neutral
Ini #KaburAjaDulu gak ada lowongan untuk jurnalis atau penulis kah? Kalau ku banting setir ke industri lain kudu belajar dari awal lagi wkwkwk ,kaburajadulu lowong jurnalis tulis kah ku banting setir industri kudu ajar wkwkwk,2,negative
Mau ikutan #KaburAjaDulu tapi diluar negeri butuh video editor gak sih?,ikut kaburajadulu luar negeri butuh video editor sih,2,negative
#KaburAjaDulu ke mamang Elon,kaburajadulu mamang elon,2,negative
Orang Indonesianya gk keliatan krn emang diasporanya kureng #KaburAjaDulu trutama yg stuck di kota besar. Jalan ninjamu adalah kabur ke LN bukan kerja di BUMN dll. Lu cuman akan menderita doang atau cuman jd penonton bakal jd babu. krn itu bukan jalanmu Kejar mimpimu,orang indonesia diaspora reng kaburajadulu stuck kota jalan ninjamu kabur ln kerja bumn dll cuman derita doang cuman tonton babu jalan kejar mimpi,2,negative
#KaburAjaDulu Soale sumuk lur https://t.co/q0QVDNfNN8,kaburajadulu soale sumuk lur,2,negative
#KaburAjaDulu In case you want to relocate to another country but don't want to far away from home this is for you... All position requiring JLPT N2 ①Airline customer support KL Sentral up to RM10 000 9:00-21:00 (rotational) Mon-Sun 2days off,kaburajadulu case you want relocate another country but dont want far away from home this is for you all position requiring jlpt n airline customer support sentral up rm rotational monsun days off,1,neutral
@handokotjung Intinya buat #KaburAjaDulu ada kok negara yg gak jauh2 amat buat fussy eater (tunjuk diri sendiri ) yaitu SG. Tanya deh temen2 yg tinggal di SG soal makanan Indo: pasti rekomendasinya segambreng: dari sop buntut bakar di Toa Payoh sampe Karedok di Stadium ,inti kaburajadulu negara fussy eater sg deh teman tinggal sg makan indonesia rekomendasi segambreng sop buntut bakar toa payoh karedok stadium,0,positive
#KaburAjaDulu buat yg kepepet dan laki2 gua saranin ambil kursus las di KR setiap tahunnya buka loker buat pengelas tanpa kemampuan bakorpun bisa dapet visa E7 dan itu visa professional yg bisa bawa keluarga (istri&amp;anak),kaburajadulu pepet laki gua saran ambil kursus las tahun buka loker kelas mampu bakorpun visa e visa professional bawa keluarga istriampanak,1,neutral
#KaburAjaDulu perlu naik kali ya buat yang udah desperate bgt gaada chance,kaburajadulu kali ya desperate banget gaada chance,2,negative
Memantau hestek #KaburAjaDulu di X buat yang fresh graduate atau pengen kerja diluar negeri bisa pantau hestek tsb.,pantau hestek kaburajadulu kali fresh graduate pengin kerja luar negeri pantau hestek,1,neutral
living abroad and never come back to indonesia sounds veerrryy tempting each day #KaburAjaDulu,living abroad and never come back indonesia sounds veeryy tempting each day kaburajadulu,1,neutral
part 2 #KaburAjaDulu ini mah : https://t.co/WWApH39NUW,part kaburajadulu mah,2,negative
Jangan dikasih tau mbak... Yang penting mereka #KaburAjaDulu,kasih tau mbak kaburajadulu,0,positive
