full_text,stemming
@CowokBaikBGT @denyitt @kegblgnunfaedh Entah motif apa yg memunculkan tagar #KaburAjaDulu negara harusnya tau bahwa fenomena ini harus ada perhatian... Bukan nyinyir masalah nasionalisme apalagi keluar dr mulut menteri.. Bukankah org luar yg ke indo karena dinegara mereka tidak ada yg seperti di indo? Ya sm aja..,motif muncul tagar kaburajadulu negara tau fenomena perhati nyinyir nasionalisme mulut menteri orang indonesia negara indonesia ya
Mau ikut #KaburAjaDulu tapi hal yang paling berat berarti harus 'selesai' dengan keluarga dan orangtua yang mungkin tak akan pernah bertemu lagi,kaburajadulu berat selesai keluarga orangtua temu
Lebih baik hujan emas di negeri orang daripada hujan batu di negeri sendiri. #KaburAjaDulu,hujan emas negeri orang hujan batu negeri kaburajadulu
Salah satu alasan mau #KaburAjaDulu karena Indonesia masih ga ramah dengan ibu bekerja. Loker kebanyakan mentok di umur 25 tahun tapi untuk perempuan yang udah jadi ibu? Beuh susahnya makin berlipat. Ditambah kena stigma kalau udah punya anak produktivitas berkurang ,salah alas kaburajadulu indonesia ramah loker banyak mentok umur perempuan beuh susah lipat tambah kena stigma anak produktivitas kurang
Parah sih ini #kaburajadulu #KaburDuluAja https://t.co/XoPNdCVLIh,parah sih kaburajadulu kaburduluaja
Bismillah Jerman bersama pangeran Erje #KaburAjaDulu,bismillah jerman pangeran erje kaburajadulu
#KaburAjaDulu keputusan terbaik,kaburajadulu putus baik
@Yurissa_Samosir @prabowo @choymarkochoy @ay_prakasa2225 @JamalBoegis @mattdilaga @msaid_didu @AmaluddinSSili1 @yaniarsim @PutriKayan16645 @nomerorae @Panitia68285950 Beneran dah nyeraaaahhhh #KaburAjaDulu,benar nyerah kaburajadulu
@ridwanhr Justru jangan #KaburAjaDulu Tapi musti #KitaLawan Masa iya ini tanah kita lahir &amp; gede disini kita di koyahkan terus kita kabur?,kaburajadulu musti kitalawan iya tanah lahir amp gede koyahkan kabur
🇯🇵Nihonesia🇮🇩 Episode 15 #Kaburajadulu ke Tokyo. Info #Beasiswa S2 dan S3 dari Tokyo Metropolitan University ini cocok buat kalian yang pengen kabur aja dulu dari Indonesia ke #Tokyo #Jepang. Selamat Mencoba !! ⬇️ https://t.co/f1ohSw6PEL,nihonesia episode kaburajadulu tokyo info beasiswa si si tokyo metropolitan university cocok pengin kabur indonesia tokyo jepang selamat coba
Ujung ujungnya tetep #KaburAjaDulu wkwk,ujung ujung kaburajadulu wkwk
Rame Banget #KaburAjaDulu Lah Gw Sudah Dari Sepuluh Tahun Lalu ,rame banget kaburajadulu gue puluh
@e_yumiati Udah skeptis sptnya klo anak muda Makanya #KaburAjaDulu makin trending Dn bukan memperbaiki diri malah Bahlul melabeli mrk perlu dipertanyakan nasionalisme nya,skeptis sptnya anak muda kaburajadulu trending baik bahlul label nasionalisme ya
@bapawgembul @detikcom Menuju Indonesia Cemas Tidak heran tagar #KaburAjaDulu pindah ke luar Negeri dan kerja diluar Negeri digaungkan oleh Netizen. https://t.co/EOUKANzatp,indonesia cemas heran tagar kaburajadulu pindah negeri kerja luar negeri gaung netizen
@blackshark7890 وعلیکم السلام وارحمہ اللہ وبرکاتہ ۔۔حبی 11/100 terbukti sekalian teriakin dengan lantang dan berkali-kali hidup‼️ #KaburAjaDulu https://t.co/OmuWldi8Xu,bukti teriakin lantang berkalikali hidup kaburajadulu
Indonesia sedang marak #KaburAjaDulu Tapi di sini keadaan memaksa untuk pulang saja https://t.co/qe8zxuR3J7,indonesia marak kaburajadulu paksa pulang
Dipikir2 orang Cilacap udah banyak yg #kaburajadulu deh. Mereka sadar sejak dari embrio bahwa sistem kerja di sini memang tdk menguntungkan. Mereka tdk dibekali pendidikan yang inklusif. Nyatanya lebih kaya mereka yg di Korea kerja di pabrik dibandingkan aku di sini yang S2,pikir orang cilacap kaburajadulu deh sadar embrio sistem kerja untung bekal didik inklusif kayak korea kerja pabrik banding si
Jd kepikiran kalau di sni aku sebenarnya ga banyak attachments. Apa sekalian aja ya ikutan #KaburAjaDulu ? Bs ga ya odhiv gni ,pikir sni attachments ya ikut kaburajadulu ya odhiv
Supply Demand aja ini. Karena tenaga kerja banyak tapi kerjaan dikit jadi pemberi kerja bisa lebih jual mahal. Solusinya either memperbanyak lapangan kerja (which pemerintah flop so hard at this) atau ngurangin tenaga kerja (pada childfree atau #KaburAjaDulu ),supply demand tenaga kerja kerja dikit beri kerja jual mahal solusi either banyak lapang kerja which perintah flop sok hard at this ngurangin tenaga kerja childfree kaburajadulu
@posybeee Dinnnn lagi ikutan #KaburAjaDulu ?,din ikut kaburajadulu
coba ibu sama bapak yg di parlemen. coba aja 3 bulan hidup pake uang 2 juta doang. sanggupkah kalian. saya jamin ga bakalan sanggup karena kalian cuman modak bacot doang dapet gaji 2 digit. nggak kaya kami kerja 8 jam sehari. #KaburAjaDulu,coba parlemen coba hidup pakai uang juta doang sanggup jamin sanggup cuman modak bacot doang gaji digit kayak kerja jam hari kaburajadulu
@shallhar @est2005s @Carbaroxabane @suenoseeker Baru liat ada org se arogan ini yg #KaburAjaDulu karena kawin merasa lbh superior ketimbang yg kabur krna prestasi ato pendidikan ,lihat orang arogan kaburajadulu kawin superior ketimbang kabur prestasi didik
Bukan org tdk berani kritik prabowo tp krn ga ada mslh dgn prabowo contoh kelompok 212 Rocky Gerung &amp; para oposan lainnya ga ada mslh dgn prabowo mereka mslh dgn jokowi &amp; Fufufafa. . Jepang || Malam Minggu || Hasilnya || Ndasmu || BJ Habibie || #KaburAjaDulu,orang berani kritik prabowo prabowo contoh kelompok rocky gerung amp oposan prabowo jokowi amp fufufafa jepang malam minggu hasil ndasmu bj habibie kaburajadulu
Yappp SEA nickname in their sociality JUNGLE ASIAN. Soo yaaa semangat #kaburajadulu,ya sea nickname their sociality jungle asi soo ya semangat kaburajadulu
Tagar #KaburAjaDulu kan ga serta merta punya paspor visa holaaa saya kabur. Ga gitu. Orang yg mau kabur dulu pasti punya akal buat cari tau segala resiko dan segala kemampuan buat bertahan hidup disana.,tagar kaburajadulu merta paspor visa hola kabur orang kabur akal cari tau resiko mampu tahan hidup sana
@geloraco Untung ga pilih oke gas.... paling bener oposisi ato #KaburAjaDulu,untung pilih oke gas oposisi kaburajadulu
@Aeraaassi @sheknowshoney Batch 2. Batch 1 tuh kl ga salah bapaknya eh apa kakeknya ya lupa However he indeed inherited the genes of #KaburAjaDulu ,batch batch tuh salah bapak eh kakek ya lupa however he indeed inherited the genes of kaburajadulu
@V3g3L Pantaslah banyak #KaburAjaDulu . Karena orang pintar melihat disini sudah tidak ada lagi harapan. Meski sama saja geopolitik global tidak ada kepastian. Setidaknya masih punya harapan.,pantas kaburajadulu orang pintar harap geopolitik global pasti harap
Ya Allah semoga kesampaian impian ku pindah ke luar negeri #KaburAjaDulu,ya allah moga impi ku pindah negeri kaburajadulu
#Kaburajadulu Tapi orang tua strict parents Ini sebenernya kabur dari Negara atau Kabur dari orang tua? Atau dari dua-duanya? ,kaburajadulu orang tua strict parents kabur negara kabur orang tua duaduanya
Aamiinn...semoga dilancarkan yg mau #KaburAjaDulu,aamiinnsemoga lancar kaburajadulu
@DrEvaChaniago Rakyat usia muda yang tak berdaya namun memiliki kesempatan hijrah sudah sampai pada dititik #KaburAjaDulu mencari peruntungan di negeri orang. Pilihan terakhir pada situasi tidak adanya semangat perlawanan dan persatuan tekad untuk bersama melakukan aksi mengubah keadaan.,rakyat usia muda daya milik sempat hijrah titik kaburajadulu cari untung negeri orang pilih situasi semangat lawan satu tekad aksi ubah
@Info_SerieA Y'know it's not okay when ft account started to post concerning sh like this #KaburAjaDulu,yknow its not okay when ft account started post concerning sh like this kaburajadulu
Kalo bisa #KaburAjaDulu silakan kabur dan berjuang di luar sana. Kalo nggak bisa kabur ya udah kita berjuang bersama disini. Tapi ingat kita udah sama2 susah di bawah pemerintahan Kucing ini jangan lah malah saling menyusahkan.,kaburajadulu sila kabur juang kabur ya juang susah perintah kucing susah
@kat56op Anglerfishnya mungkin lagi ikut gerakan #KaburAjaDulu,anglerfishnya gera kaburajadulu
@hrdbacot Saya lama bekerja dan tinggal di luar negri. Semuanya tentu ada plus minusnya masing2. Apa yg terlihat enak bagi yg blm pernah mengalami tdk selamanya benar2 enak bagi yg sdh pernah menjalani. Saya tdk anti #kaburajadulu tapi kalau ada masalah itu diperbaiki dan bkn kabur..,tinggal negeri plus minus enak alami enak jalan anti kaburajadulu baik kabur
Memaknai frasa #KaburAjaDulu yg saat ini banyak dibahas semudah ini tapi @ThatSun510 ga bs dan memahami kata Kabur an sebatas literal aja untuk dilabeli sebagai LATAH. Krn bro anti mainstream. Kl ga nyampe dg cara mengkritisi pemerintah skrg yaudahsih ‍️.,makna frasa kaburajadulu bahas mudah paham kabur an batas literal label latah bro anti mainstream kritisi perintah yaudahsih
#kaburajadulu ke dekapan seungcheol https://t.co/HRvnbOj3fS,kaburajadulu dekap seungcheol
Ada tutorial cara #KaburAjaDulu ke Madinah ga si?,tutorial kaburajadulu madinah sih
Sebenernya #kaburajadulu tuh cocok juga buat jargonnya Koruptor ya ,kaburajadulu tuh cocok jargon koruptor ya
#KaburAjaDulu #ValentinesDay https://t.co/Lc7V0PySAm,kaburajadulu valentinesday
@worksfess Wkwk klo ada duit segerakan dah #KaburAjadulu nya,wkwk duit segera kaburajadulu ya
@Mata_Netizen62 @03__nakula @Anak__Ogi @AntoniusCDN @Cintada16 @FirzaHusain @HumorJonTampan @Jateng_Twit @King_PWS_ @LexMarteg @Roebanie Ga salah akhir ini banyak caption #KaburAjaDulu karena di indo ngak dihargain kecuali lo pada punya skill korupsi.,salah caption kaburajadulu indonesia harga kecuali lo skill korupsi
Bukti bahwa #KaburAjaDulu viral dan akhirnya dimention bahlil artinya protesnya didenger. Udah banyak bgt insight dr org2 lain yang bisa menyampaikan dg baik soal pertimbangan untuk kabur as skilful immigrant. Bukannya gaslighting yg kemudian ngerasa superior krn kabur duluan.,bukti kaburajadulu viral dimention bahlil protes didenger banget insight orang timbang kabur as skilful immigrant gaslighting superior kabur duluan
#KaburAjaDulu nanti di cari kemudian,kaburajadulu cari
Rame #KaburAjaDulu semisal masyarakat yang pindah negara berjumlah 20-25% jumlah populasi kek mana ya ,rame kaburajadulu masyarakat pindah negara populasi kayak ya
emang dalan yang harus dilewati pie maneh. #KaburAjaDulu,dal lewat pie maneh kaburajadulu
Pergi keluar negri jadi TKI/W berkedok #KaburAjaDulu https://t.co/oEcsnAnQFy,pergi negeri tkiw kedok kaburajadulu
Minggu pagii siapa yg lagi #KaburAjaDulu ke Jepang?,minggu pagi kaburajadulu jepang
#KaburAjaDulu itu mutlak salah kamu hei @jokowi,kaburajadulu mutlak salah hei
#KaburAjaDulu Mau sungkem sama pelopor #KaburAjaDulu xixixxi,kaburajadulu sungkem pelopor kaburajadulu xixixxi
Yang pada bikin hastag #KaburAjaDulu segera gih. Jangan cm bacot doang di sosmed,bikin hastag kaburajadulu gih bacot doang sosmed
Mayapada hrs menghargai nasabah yg sudah berusaha membayar hutang konsisten setiap bulan #MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #mayapada #kasus #savekipkuliah #kawaltedsioeng #daruratpendidikan #tedsioengbenar #berita #kaburajadulu #daruratpendidikan https://t.co/Jv0jIc6vVp,mayapada harga nasabah usaha bayar hutang konsisten mayapadacurang usutmayapada viral fyp trend curang mayapada savekipkuliah kawaltedsioeng daruratpendidikan tedsioengbenar berita kaburajadulu daruratpendidikan
Sebelum rame #KaburAjaDulu ibu2 di kabupaten udh jd tkw ke arab.,rame kaburajadulu kabupaten tkw arab
Lagu Kabur Aja Dulu memotret fenomenan ramainya hashtag #KaburAjaDulu - music AI #KaburAjaDulu #KaburAjaDulu #KaburAjaDulu #KaburAjaDulu #KaburAjaDulu #KaburAjaDulu https://t.co/p7MxKns63I,lagu kabur potret fenomenan ramai hashtag kaburajadulu music ai kaburajadulu kaburajadulu kaburajadulu kaburajadulu kaburajadulu kaburajadulu
@Tita83079013 Gimana warganya gak pada #KaburAjaDulu males kan ngeliatin bginian,warga kaburajadulu malas lihat bginian
ya Allah mau #KaburAjaDulu ke jepang,ya allah kaburajadulu jepang
Kata gw org2 yg nyinyir dan melabeli soal #KaburAjaDulu ini dan itu mengkerdilkan hrsnya reseach dulu gtu loh. Akar masalahnya knp hastag itu bs muncul? Apakah emang literal pengen kabur atau sbnrnya ada makna lain di balik itu. Makanya banyakin diskusi scr bermutu.,gue orang nyinyir label kaburajadulu kerdil reseach loh akar hastag muncul literal pengin kabur sbnrnya makna banyak diskusi mutu
Yang berbahaya dari #kaburajadulu tanpa skill yang cukup adalah potensi menjadi korban human trafficking...,bahaya kaburajadulu skill potensi korban human trafficking
@mypreciousbooks @footycinephile Indeed orang dia aja motivasi awalnya juga #KaburAjaDulu https://t.co/YuQJZmcHpn,indeed orang motivasi kaburajadulu
@shallhar @est2005s @Carbaroxabane @suenoseeker soalnya ijasah lu diploma dan keberanian bermimpi lo lemah jd menurut lo itu delusi gak mampu kan lo. sementara yang lagi mau #kaburajadulu keinginannya kuat dan beberapa bahkan pendidikannya lebih tinggi dari lo. tp sayang otak lo kan ga nyampe.,ijasah diploma berani mimpi lo lemah lo delusi lo kaburajadulu ingin kuat didik lo sayang otak lo
Fun Fact: Perusahaan produsen Binter motor legendaris itu dimiliki oleh Edy Tanzil. Dia jadi tokoh otomotif pertama yang menghilang gara2 korupsi. #KaburAjaDulu https://t.co/XeF4bmVwmG,fun fact usaha produsen binter motor legendaris milik edy tanzil tokoh otomotif hilang gara korupsi kaburajadulu
@PelatihT1dur Kalau kalian #KaburAjaDulu ke luar negeri hal² kayak gini tuh bikin kalian kangen endonesa. Apalagi pulang kerja langsung ke kos atau flat bingung mo ngapain lagi krn semua monoton kalian bakal termangu² memandang lewat jendela segala kebobrokan negeri kalian sendiri ini,kaburajadulu negeri kayak tuh bikin kangen endonesa pulang kerja langsung kos flat bingung kapai monoton mangu pandang jendela bobrok negeri
#KaburAjaDulu ini sebenernya diajarkan juga sama Rasulullah. Ketika kondisi gak memungkinkan untuk berkembang kita hijrah dulu ke tempat yang lebih baik dan yang bisa menerima kita. Stay disana sampai kondisi di kampung halaman membaik lagi lalu bisa pulang lagi.,kaburajadulu ajar rasulullah kondisi kembang hijrah terima stay sana kondisi kampung halaman baik pulang
@uyoktweet #KaburAjaDulu ...jd trending buat anak2 yg menjadi penyumbang DEVISA terbesar setelah tambang...di negara sendiri mereka kalah dgn migran TITIPAN TIONGKOK dan TITIPAN ORDAL...mentok jd SPG minimarket...atau jd JUKIR VIA ORMAS...,kaburajadulu trending anak sumbang devisa besar tambangdi negara kalah migran titip tiongkok titip ordalmentok spg minimarketatau jukir via ormas
@MurtadhaOne1 Sungguh pujian dari org2 munafiq yg cuma memikirkan dirix sendiri memuakkan #kaburajadulu,sungguh puji orang munafiq pikir dirix muak kaburajadulu
@shallhar Lhaaa karena ud nabung duit di jerman. Ibarat refreshing ke yg lebih murah dibanding negaranya. Kalau aslinya ga ada income memadai ya mangkanya ada yg #KaburAjaDulu biar nabung buat balik lagi. Gak apple to apple ah.,nabung duit jerman refreshing murah banding negara asli income pada ya mangkanya kaburajadulu biar nabung apple apple ah
#Kaburajadulu ke Jepang karena duit #Kaburajadulu ke Jepang karena: https://t.co/1nBfpVZFV9,kaburajadulu jepang duit kaburajadulu jepang
Gue yg belum bisa #KaburAjaDulu ikut nyesel jir ngapain ngurusin WNI yg tolol. Mungkin kalo Gue diposisi bro sekalian pindah WN sekeluarga,gue kaburajadulu sesal jir kapai urus wni tolol gue posisi bro pindah wn keluarga
Gw benci sama hashtag #KaburAjaDulu dan org2 yg ngajak2 kabur! This is for you Those who love Indonesia please fight for our country. Don t be a coward to leave your country behind. https://t.co/2OlcuWsqwN,gue benci hashtag kaburajadulu orang ajak kabur this is for you those who love indonesia please fight for our country don t be a coward leave your country behind
@psi_id Sayang Indonesia jangan #KaburAjaDulu ,sayang indonesia kaburajadulu
isi fyp tiktok ku org2 kerja di aussie metik buah curiga #KaburAjaDulu semakin dekat,isi fyp tiktok ku orang kerja aussie metik buah curiga kaburajadulu
Ini klo aku ima wawa #kaburajadulu apa gak ketar ketir jg,ima wawa kaburajadulu ketar tir
Ada benernya juga #KaburAjaDulu,benernya kaburajadulu
Dan yap keputusan sudah bulat saatnya #KaburAjaDulu,ya putus bulat kaburajadulu
@neohistoria_id Tapi presiden tercinta kita juga mendukung gerakan #kaburajadulu kan dia sendiri bilang dia nasionalis. https://t.co/FAYgzED9sL,presiden cinta dukung gera kaburajadulu bilang nasionalis
@shallhar Oalah pantes merendahkan orang2 yg mau #KaburAjaDulu jalur skill karena dia insecure kaburnya lewat yg beginian. Mencoba ikut menyeret orang lain supaya sama rendah ternyata malah salah langkah ,oalah rendah orang kaburajadulu jalur skill insecure kabur coba seret orang rendah salah langkah
@imarmarwatih @efenerr Kalau pakai persiapan dulu harus nya # nya bukan #KaburAjaDulu Hahahahahaahahaa,pakai siap ya ya kaburajadulu hahahahahaahahaa
Wayahe #KaburAjaDulu.. Sangu iki 3 ws cukup.. https://t.co/9UcJcyAyah,wayahe kaburajadulu sangu iki ws
@IrawanRommi @aniesbaswedan @Ndons_Back @Kimberley_PS08 @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @99propaganda @naylaodre @BhAr4TA_JA Pbw prnh #KaburAjaDulu 1998 balik2 jd presiden,pbw kaburajadulu presiden
